,Akuapem Twi
18733,Ɔyɛ ɔkwasea ankasa.
18734,Asɛ Abena aboro bio
18735,Asamoa kyerɛɛ nea esii no.
18736,Ɔde amemenemfe penee so.
18737,So w'ankasa wunim Asamoa?
18738,Mfie 20 ni na wɔwoo me.
18739,"ɔkyena akyi no, bra."
18740,Odii mfie 16.
18741,Eyi ne kai koro no ara a wogyaw no nsɛmmɔnedi beae hɔ
18742,Asamoa mfa sika pii.
18743,Emu nea ɛwɔ he na abu?
18744,Akyinnye biara nni ho sɛ waben
18745,Ɛyɛ nokware sɛ wawu.
18746,Ɛno ne ade a ɛnyɛ koraa a wubetumi ayɛ!
18747,Na Kwasida a ɛreba no nso ɛ?
18748,So wode bɔɔse na ɛkɔ sukuu?
18749,Asamoa nhyɛda nni nam pii.
18750,Yɛn nyinaa wɔ ahyɛmma korɔ mu.
18751,Ɔkyerɛkyerɛfo no kyerɛkyerɛɛ anwensɛm no mu kyerɛɛ yɛn.
18752,Wawie?
18753,Bere tenten bɛn na wɔtraa England?
18754,So wopɛ sɛ wo ne yɛn bɔ bɔɔlo?
18755,Wɔwɔ akyiri koraa.
18756,"Minim nso sɛ, Asamoa nyɛ kwasea."
18757,Ɔmaa ne nsa so na ɔserewee.
18758,Asamoa nnwene sɛ Abena bɛyɛ adwuma no yiye no.
18759,Asamoa te sɛ me pɛpɛɛpɛ.
18760,Wɔbubuu mfɛnsere abien no nyinaa.
18761,Anidaso a na onni no hawee wɔn a wɔbɛn no no
18762,Twe wo ho fi me ho.
18763,Na aka akyi dodo.
18764,adɛn nti na ɛsɛ sɛ meboa wo?
18765,N'ani gye ho sɛ na ne papa yɛ nyansahufo a wagye din.
18766,Mepɛ sɛ mihu wo.
18767,Asamoa pɛ sɛ mede me ho hyɛ ne kuw no mu.
18768,Yɛkyeree Asamoa
18769,Mepɛ sɛ me ne woka biribi ho asɛm.
18770,Ɛyɛ akyinidi adwenkyerɛ ɛyɛ anigye.
18771,Aduan bɛn na wopɛ pa ara sɛ wode bɛka nsa kɔkɔɔ ho adi ?
18772,"Asamoa wɔ abɔdwesɛ te sɛ ne papa, ne nanammarima ne nuabarimanom deɛ."
18773,Mepɛ sɛ meyɛ wo mpena
18774,Saa sekan yi ano nyɛ nnam yiye
18775,Mepɛ tissue
18776,Ɛhe na yebehyia?
18777,So wobɔ bɔɔlo yiye?
18778,Minnim bere a ɔbɛkɔ London.
18779,Wɔn na wɔreba no.
18780,Ɛwɔ me tirim sɛ mekɔ hɔ.
18781,Asamoa de ahyɛmma twaa asubɔnten no.
18782,Asamoa pɛ sɛ me ne no kɔ.
18783,"Asamoa tee sɛ Abena aba fie dwoodwoo no, ne koma tɔɔ ne yam."
18784,Metee sɛ obi abɔ me din wɔ m'akyi.
18785,"Wonyɛ nipa pa, wunim saa?"
18786,Na ɛsɛ sɛ minya sika.
18787,Asamoa bisaa Abena sɛ obetumi akenkan ne maame krataa no anaa.
18788,Yɛsrɛ wo hwɛ wo ho so yiye.
18789,Na Achilles yɛ tete Greek kokodurufo.
18790,Migye di sɛ wote nea enti a yentumi nyɛ saa no ase.
18791,Merehwehwɛ biribi.
18792,Ayarehwɛfo no ho yɛ nnipa sɛ.
18793,Na Asamoa ntumi nhu nea Abena rekyerɛ.
18794,Asamoa tee nea Abena ka kyerɛɛ John no a wanhyɛda.
18795,Ne nneyɛe yɛ naa nnɛ.
18796,"Sɛ wutie no a, ebia wubesusuw sɛ ɔyɛ abeawa."
18797,Me na mehwɛ adesuakuw a ɛto so abiesa no so.
18798,Medaase ne nsa yi
18799,Wɔbɛtow ahyɛ wɔn so.
18800,Asamoa nyaa akokoduru bisaa Abena sɛ ɔne no nhyehyɛ hɔ.
18801,Yɛsrɛ sɛ sesa ntaade no ansa na osu atɔ.
18802,Montena mmom
18803,Ɛyɛ ade a ɛma ne hu yɛ mmerɛw
18804,Asamoa fii kaii no mu puei.
18805,Metoo nsa frɛɛ no baa me fie.
18806,Ɔka kyerɛɛ me sɛ ɔdɔ me.
18807,Wɔde nnɛyi adwinni a efi Europe no kyerɛe.
18808,"Sɛ mewɔ wo tebea no mu a, anka mɛyɛ saa ara."
18809,Gyae gyimi no!
18810,Mɛyɛ no akyiri.
18811,Ɛnyɛ den koraa sɛ nyansahufo betumi ahu nsonsonoe a ɛda okyinnsoromma ahorow ntam.
18812,Yɛwɔ ɔhaw koro no ara bi.
18813,"Sɛ nukelea ko bi pae a, anka adasaman ase betu."
18814,Asamoa  nkutoo renkɔ.
18815,Metɔɔ ahwehwɛ kuruwa bi.
18816,Minim sɛ ebia nea mekaa nnera no ama wo bu afuw
18817,Na ɔmpɛ sɛ otu kwan.
18818,Anadwo biara na wɔkasa wɔ ahomatrofo so.
18819,Ɛyɛ afe 1912 mu na Titanic po so hyɛn a edi kan no nomei
18820,Mepa wo kyɛw bue mpoma no.
18821,So wowɔ mpena bi wɔ wo nkyiri?
18822,Asamoa wuraa mu a wammɔ pono mu
18823,Krataa yi yɛ wo de
18824,Na Asamoa reyɛ dede pii.
18825,Me maame anoa nkesua du.
18826,Ɛyɛ ade pa ara ankasa.
18827,Nawɔwɔ asetra a ɛyɛ anigye.
18828,Hwɛ yiye wɔ nea wudi ho.
18829,"Nea ebesi biara no, ɛsɛ sɛ woyɛ komm."
18830,Manyɛ no yiye
18831,Ɛsɛ sɛ mifi hɔ ntɛm sɛnea ɛbɛyɛ a metumi aforo keteke no .
18832,Asɛ ne din no ma me nkae
18833,ɔbo bɛn ni ?
18834,Na ɛsɛ sɛ Asamoa ma me yɛ nea na mepɛ sɛ meyɛ.
18835,Wɔte bɛn hɔ.
18836,Ofii ase serew denneennen.
18837,Na wɔn nkutoo na wɔwɔ nwomakorabea hɔ.
18838,Ɛyɛ ma w'ankasa yiyedi.
18839,"Yɛsrɛ wo, twɛn sima anum."
18840,Bere biara Asamoa pɛ sɛ ɔboa
18841,Ɔwoo akwadaa a ɔte apɔw.
18842,Mepɛ sɛ mekora wɔ hɔ.
18843,Asɛ nea adwuma no nni adagyew koraa nnɛ.
18844,W'adamfo no din de sɛn?
18845,Asamoa duruu hɔ pɛpɛɛpɛ.
18846,Asamoa yɛ yɛn odwumayɛni
18847,"Sɛ ɛho behia a, mɛkɔ akohu no."
18848,Mihuu n'anim wɔ hann a ano nyɛ den no mu.
18849,Ka nea wotee no pɛpɛɛpɛ kyerɛ me.
18850,Me nnamfo kɔɔ sini beae no a na menka ho
18851,"Na onim asɛm no, nanso ɔde hyɛɛ ne ho"
18852,"Nea yehia seesei ne adeyɛ, ɛnyɛ adwen toatoa"
18853,So Asamoa nim sɛnea yetwi pɔnkɔ?
18854,Wopɛ sɛ mehwɛ wo kraman so anaa?
18855,Ma minhu sɛ ehia sɛ meyɛ nsakrae biara a
18856,Mepɛ sɛ wutu amena bi.
18857,Asamoa ka kyerɛɛ mmarima a na wɔte pon no ho sɛ ɔmmɔɔ poka da.
18858,Mmoa ntumi ntra ase bere a mframa ne nsu nni hɔ.
18859,Minnim nea ɛrekɔ so wɔ hɔ.
18860,Polisifo no akyere Asamoa
18861,Twe wo ho fi gya no ho.
18862,Na menyɛ ɛna pa.
18863,Mintumi ne no nka.
18864,Yɛn keteke no baa mmere pɛpɛɛpɛ
18865,Eyi ne yɛn haw.
18866,Ɛyɛ amane kɔkɔɔ.
18867,Asamoa wiee  sukuu wɔ afe 2013 mu
18868,Ɔpɛ nwoma kan
18869,Minni adwuma yɛ.
18870,"Asamoa se, n'ani nnye."
18871,"Wɔwoo me October 10th, 1972."
18872,"Asamoa dii anwumere aduan, nanso wanni nea yɛde pa yɛn anum biara"
18873,Asamoa yɛ obi a ne yam yɛ na ne nsa mu nso go
18874,Ɛtɔ mmere bi a ɛsɛ sɛ yegye bere susuw nneɛma ho.
18875,Mayɛ mum.
18876,Menkae.
18877,Merenhaw wo.
18878,Me papa gyaw me agyapade bi.
18879,Wɔfrɛ abofra no Asamoa
18880,Mehwɛ kwan sɛ ɛrenkyɛ na bɔɔso no aba.
18881,Na ntaade a ɛgye nkwa  wɔ Titanic no mu betumi agye nnipa dodow a na wɔwɔ hyɛn no mu bɛyɛ fã pɛ nkwa
18882,Ɛno yɛ serew mmom.
18883,Sinitwafo bɛn na wopɛ n'asɛm pa ara?
18884,Asɛ  wada.
18885,Asɛdeɛ biara nni wo ho.
18886,"Sɛ yɛwɔ nkwa deɛ, anidaso wɔ hɔ."
18887,Yehia akyerɛkyerɛfo a wɔakwadare akyerɛkyerɛ mu denneennen.
18888,Asamoa bɔɔ me kɔkɔ wɔ ho.
18889,Na nnipa a wɔtete ahyɛmma no mu no nnuru ɔha
18890,Wɔbɛsɔ saa ɔhaw yi ano  nnansa yi ara.
18891,Misusuw sɛ eyi yɛ adwemmɔne.
18892,Ogya bepɔw no paee mpofirim kunkum nnipa pii.
18893,Na yɛn nyinaa ho pere yɛn sɛ mobɛsan aba.
18894,Afei na krataa a na meretwɛn no abedu
18895,Nsu ni.
18896,Asamoa kyɛɛ ofirikafo no sika kaa kai a na  ɔreka no bo ho
18897,"Sɛ wonnte me nka a, ma polisifo aso nte"
18898,So wopɛ sɛ yɛsɔ kanea no anaa yennum no  ?
18899,"Awiei koraa no, Asamoa kasae."
18900,Na minnim sɛ aha wo saa.
18901,Fa nsɛmmɔne no firi me
18902,"Sɛnea minim no deɛ, odi nokware."
18903,Mo mfa nkyɛ me sɛ mamma ntɛm
18904,Wade ne ho afi asiane mu.
18905,Bra bere biara.
18906,Ɛhe na mɛka sɛ me nneɛma no yɛ me dea?
18907,Mibisae sɛ wɔnto m'akatua mu.
18908,Yɛpɛ sɛ woto nnwom bi.
18909,"Meresan akɔ Boston, Chicago afono me"
18910,Nkwammoaa a nɔma ma  hydrogen no yɛ 1.
18911,Ahum no gyaee.
18912,Mehia wo mmoa.
18913,So woyɛ Amerikani?
18914,Ɛyɛ hu sɛ wubeguare saa asubɔnten no mu.
18915,Me ne me nuabarima kɔɔ mpataayi wɔ asubɔnten no ho.
18916,Migye di sɛ yebetumi  ama nsensanee aba.
18917,Asamoa ka kyerɛɛ Abena sɛ ɔnkɔ fie.
18918,Ɔkyerɛwee me ɔdɔ nsɛm krataa
18919,Ofii  dan no mu ara pɛ na ɔhyɛɛ ase sui.
18920,Metɔn ntade wɔ intanɛt so.
18921,Nkra ani mpɛ hann saa
18922,Adwumayɛfo no reyɛ ɔsatene ahwehwɛ akatua pa.
18923,Na ne yere nua ba a ɔto so abien no ka Yudafo asɛnni bagua no ho.
18924,Bere bɛn na wowɔ?
18925,Asamoa bɔɔ mpae.
18926,Meyɛ wo boafo foforow.
18927,Yɛn baasa bɛbom atra.
18928,Nkyɛ wɔ abɔnten
18929,Meyɛ ɔpanyin.
18930,Ɛte sɛ mfoninitwa afiri bi.
18931,Na wɔtumi hu wɔn sunsum wɔ atɛkyɛ no mu
18932,Ɛyɛ biribi a ɛtwetwe adwene kɔ ade foforow so.
18933,Wotee w'ataade no
18934,Nsu fii ase tɔɔ deneenen bɛboro nnɔnhwerew abiesa ni.
18935,N ɛho hia sɛ wɔ sua asɛm no yiye.
18936,Anidaso wɔ baabi a nkwa wɔ.
18937,Mepɛ sɛ mihu wo nuabea no.
18938,Mekɔɔ nwoma sotɔɔ no mu.
18939,Saa kai yi so sen baako no.
18940,Salmonella na ekumm Asamoa nanabea
18941,"Sɛ mepia saa button yi a, dɛn na ɛbɛba?"
18942,"So yɛwɔ kuw koro no ara mu, anaa?"
18943,Mintumi nni saa aduan yi bi.
18944,"Sɛ wopɛ sandwich a, ma wo nsa so."
18945,Asɛ Asamoa ani gye sini  a ɛyɛ hu hwɛ
18946,Wo nkutoo na wubetumi abua asɛmmisa no.
18947,Mempɛ sɛ menom nsã anadwo yi.
18948,Ɔwɔ biribi wɔ ne nsam.
18949,"Mesrɛ wo, frɛ no."
18950,Misuro sɛ ɔbɛyɛ mfomso.
18951,Mfaso pii wɔ yɛn nhyehyɛe no so.
18952,"Anyɛ koraa no, osu tɔ nnansa biara wɔ ɔgyefo bosome mu."
18953,ɔkɔre yɛ nnomaa hene.
18954,Wɔn ani gye ne ho yiye.
18955,Ɛyɛ ade a atwam.
18956,Wowɔ m'asen.
18957,Minim Japanfo kasa yiye
18958,Asamoa nim nnipa pii.
18959,Ɛyɛ anigye yiye sɛ wobɛtra fie.
18960,Asamoa nhyɛ atade kɔkɔɔ da.
18961,Meremma ɔnkɔ.
18962,Okuafo no dodɔɔ n'afuw mu da mũ nyinaa.
18963,Ɛhe na na wowɔ wɔ nɔnhwere biako ne abiesa ntam?
18964,Mepɛ TV hwɛ
18965,Minnye nni sɛ metumi atwa me kaika ho sɔhwɛ no
18966,Wɔayɛ ahwɛyiye kɛse sɛ wɔde nneɛma a eye sen bibibara nkutoo na ebedi dwuma.
18967,Onim bɔɔlobɔ yiye
18968,Ɛno betumi aboa.
18969,Aka kakra ma abɔ nvnhwere 12.
18970,Asamoa pɛ sɛ ɔtɔn biribiara wɔ ne kai korabea dan no mu.
18971,Na maame kɛse no kura adwee
18972,Asamoa yɛ Abena ata
18973,Eyi bo nyɛ den koraa
18974,Asamoa tee yaw wɔ n'akyi.
18975,Na hann kɔkɔɔ bi rehyerɛn sum no mu.
18976,So mo mu bi wɔ asɛm bi ka wɔ eyi ho?
18977,Ɔkwan biara nni hɔ a metumi afa so ama nneɛma atotɔ yiye ama wo?
18978,Fi ha seesei yi ara
18979,Na mepɛ sɛ migye m'ani kakra.
18980,Na ɛnsɛ sɛ woba nnɛ.
18981,ɛsɛ sɛ wɔtu ntɛmntɛm.
18982,Asamoa nnaadaa Abena da.
18983,Asamoa edii kan hyɛe wɔ agodie no mu.
18984,Metɔɔ afiri papa
18985,Me maame mpɛ TV hwɛ.
18986,Asamoa reyɛ nhyehyɛe ama Abena apontow a onnim ho hwee
18987,Nsa no mu nea ɛwɔ he na ɛyɛ wo dea?
18988,Mihuu sɛ me maame de keeki no resie.
18989,Mɛsɔ ahwɛ.
18990,Woyɛ  tenten te sɛ me nuabea.
18991,Menkɔ baabiara da.
18992,Ɔde ne nsa too m'abati so.
18993,Asamoa ayɛ ne sukuu dwumadi no mu fã pɛ.
18994,Wo kai no bo yɛ den sen me.
18995,Mede keteke a etu 10:30 no bɛkɔ.
18996,Henana ɔde biribi a ɛte saa bae?
18997,Wanyin sɛ me papa ara.
18998,So woreyɛ w'adwene sɛ wobɛboa wɔn?
18999,Na asɛ TV so dwumadi no yɛ anigye yiye.
19000,Ɛsɛ sɛ wosan ba ansa na abɔ nɔn akron.
19001,Asamoa tee sɛ Abena awu.
19002,Na ɔkyena anadwo nso ɛ?
19003,"Mmere tenten a metra hɔ no, na m'ani gye ara na ɛregye hɔ."
19004,Wɔbɛboa.
19005,Ɛsɛ sɛ me ma me ti nwi wo
19006,Saa ɔkraman yi gyee abeawa no nkwa.
19007,Asamoa kɔɔ mpataayi nanso wannya hwee.
19008,Mintumi nnwene ho mpo.
19009,Mihuu wo ne Abena.
19010,"Seesei a meretu akɔ ɔman foforow so no, minnim nea me de me kra no bɛyɛ."
19011,Mempɛ sɛ  Asamoa adwuma befi ne nsa.
19012,Me ne no ayɛ aware ho nhyehyɛe.
19013,Asamoa san kɔɔ adi.
19014,"Obi afrɛ wo ahomatrofo so, ɛyɛ Asamoa."
19015,Akuraa no asefo nyinaa ba begyee no fɛw so.
19016,W'anim yɛ kɔkɔɔ.
19017,Nile no ware sen asubɔnten foforow biara wɔ wiase.
19018,Asamoa pɛ nhyɛho deneenen
19019,Mabɔ dam.
19020,So woreserew me?
19021,"Minim sɛ ɛsɛ sɛ m'ani gye adesuakuw yi ho, nanso m'ani nnye."
19022,So ebetumi ayɛ yiye sɛ wubehu diameter no efi circumference no mu?
19023,So woasɔ bi ahwɛ pɛn?
19024,Ɛno ne kɔmputa a ɔde kyerɛwee asɛm no.
19025,"Ɛtɔ mmere bi a, ɛyɛ den sɛ yebehu nsonsonoe a ɛda ntaafo ntam"
19026,Emu nea ɛwɔ he na ne bo yɛ den kɛse?
19027,"Ɔyɛ ɔbarima a obu ne ho, ɔrentumi nka saa da."
19028,"Sɛ me ne wo rekasa a, hwɛ me!"
19029,Asamoa nnim sɛ Abena reka nokware anaa ɔredi atoro.
19030,Midii nna kakra wɔ New York.
19031,Seattle wim tebea yɛ nwini yiye.
19032,Osii hia a nwomasua ho hia so dua.
19033,Mepɛ sɛ mede nkra kɔma m'adamfo Asamoa
19034,Na wɔaka ɔfasu no ho foforow.
19035,Wim tebea wɔ New York no te sɛn?
19036,Deɛn na ayera?
19037,Mɛyɛ dɛn ahu?
19038,Metumi adi ho dwuma.
19039,Asamoa kyi gyeene mono
19040,Kwan bɛn so na wotee yɛn ho asɛm?
19041,Asɛm no maa yɛn ho dwiriw yɛn.
19042,Opiraa wɔ kai akwanhyia no mu.
19043,Na biribi a ɛyɛ ahabanmono na ɛyɛ torokaa wɔ botan no so.
19044,Sɛ mede me ho bɛma deɛ fanyinam owuo.
19045,"Mmisa me, bisa Asamoa"
19046,Polisifo no antumi anhu nan ase ahyɛnsode biara wɔ Asamoa mpoma no akyi .
19047,Asamoa hia towuro a awo.
19048,Yehia ɔkannifo foforow a ɔbɛma yɛn adwuma no akɔ nkan.
19049,Asasewosow no ne atoyerɛnkyɛm a kɛse pa ara a na esi  ɔman no mu pɛn.
19050,So metumi afrɛ no akyiri nnɛ?
19051,Na obiara nni fie.
19052,Medwene sɛ ne serew yɛ fɛw
19053,Asamoa de nkra kɔmaa Abena.
19054,Merebɛkyerɛkyerɛ wo karate bi.
19055,Polisifo no susuw sɛ Asamoa ara na odii ne ho awu.
19056,So Asamoa nim nea enti a ɛte saa?
19057,So Asamoa kaa biribi kyerɛɛ wo?
19058,Yɛnhyɛ atade tiatia kɔkɔɔ a nkɔ ayie
19059,Na mebɛhwɛ sɛ wo ho yɛ a.
19060,Ɔde serew kyiaa yɛn.
19061,Nea metumi ayɛ ara ne sɛ mɛbɔ me ho mmɔden pa ara
19062,Aba no fi ase refifi.
19063,Adɛn nti na obi bɛpɛ sɛ okum Asamoa?
19064,"Na minni ɔkwan foforo biara a mɛfa so ne wo adi nkitaho, me ankasa mebaa ha"
19065,Asamoa ne Abena waree bere a na wɔsusua koraa no.
19066,Mɛyɛ dɛn atumi asan aba ne nkyɛn bio?
19067,Sukuu ahorow ahe na woakɔ?
19068,Adɛn nti na Asamoa frɛɛ wo?
19069,W'asɛe ankasa
19070,Mepɛ sɛ meyɛ nea ɛsɔ w'ani.
19071,Ne kraman yɛ wɔn dea.
19072,Ɛno yɛ nkyerɛkyerɛ a ɛyɛ anigye.
19073,Mede keteke a ɛnam asase ase na ɛkɔ sukuu.
19074,Asamoa gye di sɛ mmea ne mmarima nyinaa yɛ pɛ.
19075,Polisifo rehwehwɛ atuoto no mu.
19076,Na medwene sɛ Asamoa yam ye.
19077,Asamoa kaee.
19078,Asamoa tetɛɛ mpa no ase.
19079,Ɔbarima no asɛm yɛ nokware.
19080,Ɔresekaati
19081,Nkurɔfo no bo afuw.
19082,Asamoa nnim sɛnea yɛsikii
19083,"Yɛde Ahinime da a tɔ so 20 besiesie yɛn server  no , nti ebedum a obiara ntumi mfa nni dwuma"
19084,So wusuro me?
19085,Minni wo ho menasepɔw biara.
19086,"Asamoa de n'aso taree pono no ho, bɔɔ mmɔden sɛ ɔbɛte nea na ɛrekɔ so wɔ ɔdan a edi hɔ no mu."
19087,Afei yɛkɔɔ agodibea hɔ.
19088,Asamoa yɛ obi a ɔbɔ mmɔden wɔ agumadi mu
19089,Gye w'ahome.
19090,Asamoa nim sɛ Abena dɔ John.
19091,Ma yɛnyɛ adwuma no.
19092,Asɛ wɔn ani agye.
19093,Na ɔtaa bɔ sanku Kwasida.
19094,So woatwɛn akyɛ?
19095,Obiara nni hɔ a ɔwɔ anidaso nnɛ.
19096,Asamoa huu nea ɛsɛ sɛ ɔyɛ.
19097,Meyɛɛ biribi maa wo sɛ di.
19098,Ɔhwehwɛɛ mu fii soro kosii fam.
19099,Ɛsɛ sɛ woma w'adwene kɔ so
19100,"Anigyesɛm ne sɛ, obiara ampira"
19101,Eyi yɛ me babea.
19102,Deɛn na esii?  Nsu ayiri afa dan no mu yinaa.
19103,So wubetumi de nkyene no ama me?
19104,Asamoa ne ne  kyɛɛ n'awia aduan.
19105,Nkan wo nkokɔ ansa na wɔahuruw.
19106,N'ani gye yiye
19107,Ne sika sae
19108,Ɛyɛ anigyesɛm.
19109,Ma menka nsɛm kakra mfa mpa kyɛw.
19110,Ɛhe na kuntu no wɔ?
19111,Ɔhaw pii wɔ hɔ a yɛrentumi nkwati.
19112,Ɔdwenee ano aduru bi ho.
19113,Asamoa anhwɛ n'akyi da.
19114,Mempɛ sɛ medi nkogu wɔ me sɔhwɛ mu.
19115,Asamoa huu sɛ nkrataa biara nni hɔ a wɔde kɔ tiafi so.
19116,Sɛkɛtari no de krataa no hyɛɛ nwoma kotoku no mu.
19117,Asamoa teaa mu frɛɛ Abena
19118,Medwene sɛ Asamoa ho nni asɛm.
19119,Wɔbuu no fɔ.
19120,Ɔyɛ gɔlofo kuw bi mu ni.
19121,"Afe a etwaam no, sukyerɛmma tɔe pii."
19122,Kai pii taa wɔ saa kwan yi so
19123,Asamoa yɛ Canadani ankasa.
19124,Mewɔ nuabeanom baanu ne nuabarima biako.
19125,Otu mmirika ntɛmntɛm.
19126,So ɛho hia sɛ Asamoa tra fie nnɛ?
19127,"Mpɛn pii no, wɔbu filɔsɔfi sɛ ɛyɛ den"
19128,Asamoa nomee ankaatwade mu nsu no kakra
19129,Mentumi nyɛ.
19130,Wɔn baanu nyinaa serewee.
19131,Democrats ne Republicans bɔɔ mu yɛɛ adwuma.
19132,Mɛyɛ saa seesei yi ara.
19133,Mehwɛ kwan sɛ mɛsan akɔ wimhyɛn gyinabea ha bio.
19134,So wuhuu no anɔpa yi wɔ hyɛn gyinabea hɔ?
19135,Me nan yɛ me yaw.
19136,ɛyɛ pa ara.
19137,Mede wo ka pa ara wɔ wo mmoa a wode maa me no ho
19138,ɔbɔ tɛnese dabiara
19139,Meregye m'ani.
19140,Mayɛ saa mfomso no dedaw.
19141,Wɔnya ntoo nsa mfrɛɛ yɛn
19142,Mentumi nkyerɛ saa kasamu yi ase.
19143,So wunyaa akam papa?
19144,Ne fie wɔ twene no fã nohoa.
19145,Eyi yɛ nokwasɛm.
19146,Yɛ nea wopɛ.
19147,Na medwene sɛ sini no yɛ fɛw yiye .
19148,Nea ebefi mu aba no haw no.
19149,Asraafo a woduu hɔ no de basabasayɛ pii bae.
19150,Asuade a ɛtɔ so abien no yɛ mmerɛw.
19151,Biribiara nni hɔ a ɛbɛma m'ani agye saa.
19152,Na minnim Asamoa ho hwee da
19153,Bɔ mmɔden yɛ aso tie no.
19154,Mehwɛhwɛɛ hɔ
19155,Minim sɛ ɛnyɛ trenee
19156,Mereyɛ nhyehyɛe atɔ tɛlɛfon ɔkyena.
19157,Ɛtɔ mmere bi a na ne ti pae no yayaayaw.
19158,Twɛn ma ennuru wo so
19159,N'ani gye nkoekoemmoa sesa ho
19160,Asamoa taa hyɛ ntaade tuntum anaa ntaade a ani dum
19161,Ɔreyɛ kuukisi
19162,Nnipa kakraa bi pɛ na wonim nokwasɛm no
19163,Mɛyɛ kɔfe kakra ama wo.
19164,Ɛkanyan wo.
19165,Wuntumi mfa nni dwuma.
19166,Ɛsɛ sɛ yesiesie yɛn ho ma biribiara.
19167,Asamoa de prayɛ no maa Abena
19168,Wo maa obiara ho dwiriw no.
19169,So wunim sɛnea wɔka kai?
19170,So wudii almond nkae no?
19171,M'abusuafo nyinaa sɔre ntɛm.
19172,"Nokwarem no, mempɛ n'asɛm."
19173,Yɛrensan nkɔ Boston.
19174,So woreka sɛ wompɛ sɛ wokɔ?
19175,Asamoa anni ne fie asɛm
19176,"Anyɛ yiye koraa no, minim sɛ Asamoa ɛhɔ yɛ baabi a ahobammɔ wɔ mprempren."
19177,Asɛ onim ho asɛm.
19178,Momma yentie nnwom.
19179,Misusuw sɛ adwuma bi a wɔde bere fã yɛ suahunu pa
19180,"Bere a miwiee sukuu fie dwumadi no, midii wideo agoru."
19181,Ɛnyɛ mmerɛw sɛ wobegyae subammɔne.
19182,Migye di sɛ wo yɛ ɔkyerɛkyerɛfo papa pa ara
19183,Ɛsɛ sɛ meduru hɔ bi bɛyɛ 2:30
19184,Meyɛ mmirikatufo.
19185,Ná mempɛ sɛ mehunahuna Asamoa
19186,So obi dii yɛn akyi baa ha?
19187,So metumi ahu nwoma dedaw a woaboaboa ano no?
19188,Ɔboaa no ma ɔbɔɔ ne tai no.
19189,Meyɛ ɔhɔho wɔ ha.
19190,Asamoa ammu Abena
19191,Mepɛ owu a nidi wom.
19192,Asamoa kɔɔ so ara hwɛɛ TV no a na hwee nni so
19193,Asamoa ho yɛ abufuw efiri sɛ abere biara no  ɛsɛ sɛ ɔde asɛm a etwa to no di dwuma wɔ akyinnyegye biara mu
19194,Akenkan yɛ asetram anigye kɛse no mu biako.
19195,So w'ani gye Japan kasa anaa borɔfo ho?
19196,Asamoa yɛ obi a ne bra asɛe a ofi abusua a wodi yiye mu.
19197,Ɔde ne ntaade nyinaa kyɛe
19198,Anka mintumi nka no yiye nsen nea wokae no ara
19199,ɔkɔm dee Asamoa
19200,Na ɛyɛ anigye yiye.
19201,Na sukyerɛmma akata kurow no so.
19202,Wunim me?
19203,Ehia sɛ me ne wo kasa.
19204,Meyɛɛ adwumaden ɔsram a etwaam no mu.
19205,Mete ase sɛ wusuro
19206,Migye di sɛ bere foforow no wobɛyɛ aso atie
19207,Adesuafo no asɔre atia aban no gyinaesi no.
19208,Munyae aka no na mo nkasa
19209,Na ɔda hɔ a wɔkyekyerew  ne nan abom.
19210,Mempɛ sɛ mɛsan akɔ fie seesei
19211,Sotɔɔ no wɔ keteke gyinabea no anim
19212,Yebeduru Nata Wimhyɛn Gyinabea anɔpa 7:00.
19213,Asamoa nnim sɛnea wɔfrɛ no Enyiresi kasa mu no.
19214,Ɛsɛ sɛ eyi sesa
19215,"Yɛsrɛ wo, gyina akyiri"
19216,Me ne Abena kɔɔ paake no so nnera
19217,Wɔka sɛ meyɛ aberewa.
19218,Mewaree na mewoo mma.
19219,Mehia biribi ama abofra.
19220,Ɛkame ayɛ sɛ m'adwumayɛ bere no aso
19221,Ɔwɔ nkra baanu; obiako yɛ fitaa na obiako yɛ tuntum.
19222,So saa kuruwa yi yɛ porcelain?
19223,Asamoa taa tra ahɔhodan e edi mu pa ara mu
19224,Seesei yi ara na Asamoa dii n'awia aduan wiei.
19225,Me babarima yɛ abofra a wadu mpanyin afe so a watew atua.
19226,"Sɛ wukyia obi a, ɛsɛ sɛ wohwɛ n'anim."
19227,Maba sɛ merebekum wo.
19228,Wo mmom ka kai no
19229,Onwiinwii
19230,Adɛn nti na wontwɛn wɔ abɔnten?
19231,Metaa kɔ mpataayi wɔ saa asubɔnten no mu.
19232,Asamoa kyee Abena sɛ ɔrewia sika afi sika puduo no mu.
19233,Asamoa yɛ tawee.
19234,Ɛyɛ me anigye sɛ ɔfaa sɔhwɛ no mu.
19235,Asamoa kɔ gyae Abena
19236,Na ɛsɛ sɛ mesɔre ntɛm.
19237,Mframa pa bi wɔ ha.
19238,ɛho nhia sɛ wotwɛn.
19239,Ne serew kyerɛɛ ne nnaaseɛ.
19240,Na ɛnyɛ bere a edi kan.
19241,Onnim sɛ mewɔ ɔkra
19242,Ɛyɛ anigyesɛm.
19243,Ɔpɛ aprɛ.
19244,M'ani gye ohia ho sen ahonya.
19245,Ɔde n'ani sii nea na ɔpɛ no so.
19246,Sɛ anka meyɛɛ tenten kakra a
19247,Ɔdaa ayamye adi kyerɛɛ obiara.
19248,Wofii ase foroo bepɔw no.
